ID,Age,Education,Experience,Income,ZIP Code,Married,Dependents,Credit_Card,Num_Credit_Card,Monthly_CC_Usage,Credit_Score,Self_Employed,Salaried,Loan_Amount,Nationality,Personal_Loan,Securities_Account,CD_Account,Online_Banking,Last_Two_Years_Tax_Return_Filled,Living_Property,Property_Area,Loan_Status,
2215,53,3,27,89000,462003,1,1,1,5,8000,Good,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2216,28,2,3,193000,462003,0,3,0,5,40000,Good,Yes,Yes,1000000,Indian,1,0,0,1,No,Owned,Urban,Approved,
2217,64,1,40,89000,462002,0,1,0,5,38000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2218,48,2,24,162000,462001,0,4,0,5,33000,Standard,Yes,No,1000000,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
2219,38,2,13,9000,462001,0,2,0,5,3000,Standard,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2220,52,3,22,58000,462001,0,4,0,5,20000,Standard,Yes,No,200000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
2221,65,3,40,80000,462001,0,1,0,5,8000,Standard,No,No,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2222,59,3,33,73000,462001,1,2,1,5,17000,Standard,No,Yes ,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2223,45,1,20,41000,462001,0,1,0,5,3000,Good,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2224,53,2,28,74000,462001,0,3,0,5,20000,Good,Yes,Yes,200000,Indian,0,1,0,0,No,Owned,Semi Urban,Approved,
2225,38,3,12,29000,462001,0,2,0,2,14000,Good,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Rented,Rural,Reject,
2226,54,3,24,25000,462001,0,4,0,2,4000,Good,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2227,25,1,1,98000,462001,0,1,0,2,54000,Good,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2228,61,2,35,59000,462001,1,4,1,2,17000,Good,No,Yes,200000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2229,48,3,23,43000,462001,0,4,0,2,19000,Good,Yes,No,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2230,46,2,22,72000,462001,1,4,1,2,14000,Standard,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2231,36,3,11,183000,462001,1,1,1,2,30000,Good,Yes,No,1000000,Indian,1,0,1,1,Yes ,Owned,Semi Urban,Approved,
2232,46,1,20,134000,456776,0,1,0,2,57000,Good,No,No,1000000,Indian,0,1,0,1,No,Owned,Semi Urban,Reject,
2233,59,1,33,140000,456771,0,2,0,5,5000,Poor,No,Yes ,1000000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2234,59,3,35,39000,456771,0,1,0,5,18000,Standard,Yes ,Yes,100000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2235,36,2,12,35000,456771,0,4,0,5,4000,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2236,63,1,37,141000,456673,1,2,1,5,69000,Poor,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2237,51,2,24,23000,456668,0,1,0,5,5000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2238,30,1,5,134000,456666,1,1,1,5,0,Poor,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2239,48,3,22,35000,456665,0,1,0,5,14000,Poor,No,Yes,100000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
2240,55,1,29,42000,456665,0,4,0,5,25000,Poor,Yes,No,100000,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
2241,41,3,17,81000,456664,0,4,0,8,2000,Poor,No,No,50000,Indian,0,1,0,0,Yes ,Owned,Urban,Reject,
2242,26,1,0,14000,456663,0,4,0,8,4000,Poor,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2243,41,1,17,45000,456661,0,1,0,8,18000,Poor,Yes ,Yes,100000,Indian,0,1,0,1,No,Rented,Semi Urban,Reject,
2244,54,2,28,79000,456552,1,3,1,8,17000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2245,57,2,31,53000,456550,0,1,0,8,8000,Poor,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2246,54,2,28,33000,456450,1,2,1,8,7000,Poor,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2247,35,2,11,190000,456443,0,3,0,8,31000,Standard,Yes,No,1000000,Indian,1,0,0,0,No,Owned,Rural,Reject,
2248,60,3,34,60000,456443,0,1,0,8,25000,Standard,No,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2249,63,2,37,8000,456441,0,1,0,7,8000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2250,41,2,14,38000,456440,0,3,0,7,10000,Poor,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2251,46,1,22,154000,456337,0,1,0,7,50000,Poor,Yes,No,1000000,Indian,0,0,0,1,No,Rented,Urban,Reject,
2252,31,2,5,54000,456335,0,4,0,7,22000,Poor,No,No,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2253,58,1,32,41000,456335,0,3,0,7,14000,Poor,No,Yes ,100000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2254,59,1,35,25000,456331,0,2,0,7,3000,Standard,Yes ,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2255,46,1,22,53000,456224,0,2,0,7,17000,Standard,Yes,Yes,200000,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
2256,33,1,9,79000,456224,0,1,0,7,1000,Poor,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2257,56,2,31,13000,456224,1,4,1,7,9000,Standard,Yes,Yes,50000,Indian,0,0,1,1,Yes ,Rented,Semi Urban,Reject,
2258,47,1,23,130000,456222,0,2,0,7,14000,Standard,Yes,No,1000000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
2259,59,2,33,93000,456221,0,2,0,7,7000,Standard,No,Yes,50000,Indian,0,0,0,0,No,Owned,Urban,Approved,
2260,24,1,0,82000,456010,0,3,0,7,8000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2261,39,2,14,15000,456010,0,2,0,7,3000,Standard,No,No,50000,Indian,0,0,0,0,No,Rented,Urban,Reject,
2262,30,2,3,150000,456010,0,4,0,7,50000,Standard,No,Yes ,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
2263,55,2,29,131000,456010,1,2,1,7,7000,Standard,Yes ,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
2264,47,1,21,28000,456010,0,3,0,7,15000,Standard,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2265,35,2,11,9000,456010,0,4,0,5,7000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2266,47,2,23,88000,456010,0,4,0,5,14000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2267,38,1,13,143000,456010,0,1,0,5,41000,Standard,Yes,No,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2268,38,3,13,168000,456009,0,2,0,5,13000,Standard,No,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
2269,27,2,3,105000,456008,0,1,0,5,30000,Standard,Yes,No,1000000,Indian,1,1,0,0,Yes ,Rented,Rural,Reject,
2270,42,3,18,62000,456006,0,3,0,5,21000,Standard,No,Yes,200000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2271,26,1,2,51000,456006,0,4,0,5,26000,Standard,Yes,No,200000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2272,60,1,34,101000,456006,1,3,1,5,44000,Standard,No,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2273,27,1,3,90000,456006,0,3,0,2,8000,Good,No,Yes ,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2274,27,3,1,83000,456006,1,4,1,2,21000,Good,Yes ,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2275,40,3,15,21000,456006,0,2,0,2,0,Good,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2276,40,1,16,115000,456006,0,1,0,2,34000,Good,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2277,29,1,3,172000,456006,0,4,0,2,44000,Good,Yes,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
2278,30,2,6,32000,456006,0,2,0,2,10000,Good,Yes,No,100000,Indian,0,0,0,0,No,Owned,Urban,Reject,
2279,30,1,4,204000,456006,0,2,0,2,45000,Good,No,Yes,1000000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2280,47,1,23,34000,456006,1,4,1,2,6000,Good,Yes,No,100000,Indian,0,0,1,1,Yes ,Owned,Rural,Reject,
2281,33,3,7,30000,456003,0,2,0,3,20000,Good,No,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2282,57,2,32,31000,456001,1,3,1,3,13000,Good,No,Yes ,100000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2283,38,1,14,90000,456001,1,2,1,3,27000,Good,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2284,54,3,28,79000,456001,0,4,0,3,26000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2285,47,1,23,22000,456001,1,4,1,3,6000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2286,48,3,22,114000,456001,0,1,0,3,24000,Good,Yes,Yes,1000000,Indian,1,0,0,1,No,Owned,Semi Urban,Approved,
2287,62,3,36,42000,456001,0,1,0,3,5000,Good,Yes,No,100000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Reject,
2288,30,3,6,29000,455115,0,1,0,3,2000,Good,No,Yes,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
2289,35,2,11,72000,453652,0,3,0,3,26000,Good,Yes,No,200000,Indian,0,0,0,1,Yes ,Rented,Urban,Approved,
2290,59,3,35,68000,453643,0,1,0,3,18000,Good,No,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2291,38,3,13,78000,453576,0,4,0,3,7000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2292,47,1,23,90000,453562,0,1,0,3,27000,Good,No,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2293,57,2,33,170000,453463,0,2,0,3,21000,Good,No,Yes ,1000000,Indian,1,0,0,0,Yes ,Rented,Urban,Approved,
2294,42,2,17,14000,453446,0,2,0,3,1000,Good,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2295,39,1,15,129000,453441,0,2,0,3,19000,Good,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2296,53,3,23,39000,453441,0,3,0,3,10000,Good,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2297,27,1,3,82000,453441,1,2,1,3,2000,Good,Yes,Yes,50000,Indian,0,0,0,0,No,Rented,Semi Urban,Approved,
2298,59,2,35,31000,453441,1,3,1,3,4000,Good,Yes,No,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2299,48,2,24,9000,453441,1,4,1,3,5000,Good,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Reject,
2300,62,3,37,15000,453441,0,3,0,3,1000,Standard,Yes,No,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2301,66,1,41,70000,453331,0,3,0,3,22000,Standard,No,No,200000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
2302,38,3,13,84000,453235,0,4,0,3,7000,Standard,No,Yes ,50000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
2303,42,1,17,155000,453220,1,1,1,3,70000,Standard,Yes ,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2304,47,3,21,89000,452056,1,2,1,3,8000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2305,27,1,2,170000,452020,0,3,0,5,47000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,No,Rented,Urban,Reject,
2306,32,1,7,185000,452020,1,2,1,5,67000,Poor,Yes,Yes,1000000,Indian,0,0,1,1,Yes ,Owned,Urban,Reject,
2307,37,1,13,82000,452012,0,2,0,5,22000,Poor,Yes,No,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2308,56,1,31,60000,452009,0,3,0,5,17000,Poor,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2309,39,2,13,58000,452008,0,2,0,5,24000,Poor,Yes,No,200000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
2310,36,1,12,29000,452008,0,1,0,5,13300,Poor,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2311,32,1,6,32000,452006,0,2,0,5,3000,Poor,Yes,No,100000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2312,62,2,37,115000,452006,1,4,1,5,34000,Poor,No,No,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2313,48,2,22,83000,452006,0,2,0,9,24000,Poor,No,Yes ,50000,Indian,0,0,0,1,No,Owned,Rural,Reject,
2314,58,2,32,54000,452005,1,3,1,9,3000,Poor,Yes ,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Reject,
2315,27,3,2,112000,452005,0,4,0,9,18000,Poor,Yes,Yes,1000000,Indian,0,1,0,1,No,Rented,Urban,Reject,
2316,52,2,26,182000,452004,0,2,0,9,14000,Poor,Yes,Yes,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Reject,
2317,54,1,30,112000,452002,0,2,0,9,68000,Standard,Yes,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2318,31,3,5,129000,452002,1,3,1,9,59000,Poor,Yes,No,1000000,Indian,1,1,1,0,Yes ,Owned,Urban,Reject,
2319,60,2,34,23000,452002,0,1,0,9,8000,Poor,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2320,34,1,9,198000,452002,0,2,0,9,30000,Poor,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2321,46,3,22,84000,452002,0,4,0,7,20000,Standard,No,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2322,41,3,15,39000,452002,0,3,0,7,5000,Standard,No,Yes ,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2323,62,1,37,129000,452002,0,1,0,7,13000,Standard,Yes ,Yes,1000000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2324,31,2,7,113000,452002,0,2,0,7,20000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,No,Owned,Rural,Reject,
2325,41,3,11,35000,452002,0,1,0,7,7500,Poor,Yes,Yes,100000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
2326,55,3,30,85000,452002,0,1,0,7,1000,Poor,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2327,45,1,19,73000,452002,0,4,0,7,29000,Poor,Yes,No,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2328,51,3,25,70000,452002,0,1,0,7,8000,Standard,No,Yes,200000,Indian,0,1,0,1,No,Owned,Urban,Approved,
2329,27,1,2,130000,452002,0,3,0,6,44000,Poor,Yes,No,1000000,Indian,1,0,0,1,Yes ,Rented,Urban,Reject,
2330,30,1,4,39000,452002,0,1,0,6,15000,Poor,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2331,31,2,5,72000,452002,1,4,1,6,18000,Poor,Yes,No,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2332,61,3,37,68000,452001,0,4,0,6,23000,Poor,No,No,200000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
2333,40,3,16,35000,452001,1,1,1,6,14000,Poor,No,Yes ,100000,Indian,0,0,0,1,Yes ,Rented,Urban,Reject,
2334,45,1,21,61000,452001,1,3,1,6,7000,Poor,Yes ,Yes,200000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Reject,
2335,45,1,21,69000,452001,0,4,0,6,19000,Poor,Yes,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Rural,Reject,
2336,37,2,13,59000,452001,0,1,0,6,36000,Poor,Yes,Yes,200000,Indian,0,0,0,0,No,Owned,Urban,Reject,
2337,34,3,8,99000,452001,0,2,0,5,45000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2338,43,2,16,201000,452001,1,1,1,5,100000,Standard,Yes,No,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
2339,42,1,18,130000,452001,1,2,1,5,75000,Standard,No,Yes,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2340,56,2,31,72000,452001,0,3,0,5,20000,Standard,Yes,No,200000,Indian,0,0,0,0,No,Owned,Urban,Reject,
2341,33,1,9,44000,452001,0,1,0,5,12000,Standard,No,No,100000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
2342,36,3,10,91000,452001,0,1,0,5,15000,Standard,No,Yes ,50000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
2343,62,1,37,92000,452001,0,3,0,5,5000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2344,58,1,34,55000,452001,1,1,1,5,8000,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2345,65,1,40,20000,452001,1,3,1,4,5000,Standard,Yes,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2346,65,1,40,89000,452001,0,1,0,4,41000,Standard,Yes,Yes,50000,Indian,1,0,1,1,Yes ,Owned,Rural,Reject,
2347,52,2,26,59000,452001,1,2,1,4,15000,Standard,Yes,No,200000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2348,64,3,39,8000,ZIP Code,1,3,1,4,1000,Standard,No,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Reject,
2349,51,1,25,85000,486113,1,4,1,4,49000,Standard,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2350,59,1,35,94000,464112,0,1,0,4,43000,Standard,No,Yes,50000,Indian,0,1,1,1,Yes ,Owned,Urban,Approved,
2351,52,1,28,22000,475001,1,2,1,4,4000,Standard,Yes,No,50000,Indian,0,0,0,1,No,Rented,Urban,Reject,
2352,55,3,31,74000,462030,1,2,1,4,32000,Standard,No,No,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2353,46,2,19,59000,456222,0,3,0,6,26700,Good,No,Yes ,200000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
2354,61,2,36,12000,456771,1,4,1,6,6000,Good,Yes ,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2355,35,2,9,8000,456771,0,1,0,6,4000,Standard,Yes,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Reject,
2356,56,3,31,74000,456771,1,3,1,6,16000,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2357,31,2,5,184000,483773,1,4,1,6,34000,Standard,Yes,Yes,1000000,Indian,1,0,1,1,Yes ,Owned,Rural,Reject,
2358,44,2,19,34000,475002,0,4,0,6,0,Standard,Yes,No,100000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2359,53,3,27,63000,462016,0,2,0,264,8000,Standard,No,Yes,200000,Indian,0,1,0,1,No,Rented,Urban,Approved,
2360,36,2,12,123000,455115,1,2,1,6,56000,Standard,Yes,No,1000000,Indian,1,0,1,1,Yes ,Owned,Urban,Approved,
2361,27,3,1,85000,462003,0,2,0,6,16000,Standard,No,No,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2362,36,3,12,109000,462016,0,3,0,6,5000,Standard,No,Yes ,1000000,Indian,1,1,1,1,Yes ,Owned,Urban,Approved,
2363,40,3,15,31000,462030,0,1,0,6,6000,Standard,Yes ,Yes,100000,Indian,0,0,0,1,No,Owned,Semi Urban,Approved,
2364,39,2,13,61000,462021,0,2,0,6,24000,Good,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2365,59,1,35,88000,462030,1,2,1,6,16000,Good,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Approved,
2366,43,2,18,22000,462021,0,2,0,6,3000,Standard,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2367,30,2,4,63000,462008,0,4,0,6,22000,Good,Yes,No,200000,Indian,0,1,0,1,No,Owned,Semi Urban,Reject,
2368,26,1,1,80000,462001,1,4,1,6,2000,Good,No,Yes,50000,Indian,0,0,0,1,Yes ,Owned,Rural,Reject,
2369,48,1,22,78000,462030,1,3,1,4,21000,Standard,Yes,No,50000,Indian,0,0,0,1,No,Rented,Urban,Reject,
2370,50,1,24,45000,462001,0,4,0,4,1000,Standard,No,Yes,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2371,33,3,7,51000,462030,1,4,1,4,21000,Standard,Yes,No,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2372,32,3,6,111000,462023,0,2,0,4,15000,Standard,No,No,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2373,34,1,10,45000,462003,1,3,1,4,28000,Standard,No,Yes ,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2374,33,2,9,184000,462016,0,2,0,4,48000,Standard,Yes ,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Semi Urban,Approved,
2375,32,2,5,41000,462001,0,2,0,4,10000,Standard,Yes,Yes,100000,Indian,0,1,0,1,Yes ,Owned,Semi Urban,Approved,
2376,55,3,30,69000,462001,1,4,1,4,13000,Standard,Yes,Yes,200000,Indian,0,1,1,1,Yes ,Owned,Semi Urban,Approved,
2377,58,1,33,23000,462001,0,3,0,5,2000,Good,Yes,Yes,50000,Indian,0,0,0,0,Yes ,Rented,Urban,Approved,
2378,47,1,23,160000,462016,0,2,0,5,66700,Good,Yes,No,1000000,Indian,0,0,0,0,No,Owned,Semi Urban,Reject,
2379,30,2,5,61000,462031,0,1,0,5,8000,Good,No,Yes,200000,Indian,0,1,1,1,Yes ,Rented,Rural,Reject,
2380,42,1,18,110000,462036,0,2,0,5,61000,Standard,Yes,No,1000000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2381,40,3,16,50000,462001,0,2,0,5,6000,Standard,No,No,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2382,33,2,9,49000,462015,0,1,0,5,24000,Standard,No,Yes ,100000,Indian,0,0,0,1,No,Owned,Urban,Approved,
2383,46,2,20,185000,462023,1,4,1,5,75000,Good,Yes ,Yes,1000000,Indian,1,0,0,0,Yes ,Rented,Urban,Approved,
2384,63,1,39,52000,462023,1,2,1,5,11000,Good,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2385,62,1,37,53000,462001,0,2,0,4,28000,Standard,Yes,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2386,43,2,17,125000,462018,0,4,0,4,35000,Standard,Yes,Yes,1000000,Indian,1,0,0,0,No,Owned,Semi Urban,Approved,
2387,31,1,5,72000,462001,0,3,0,4,16000,Standard,Yes,No,200000,Indian,0,0,0,1,Yes ,Rented,Semi Urban,Approved,
2388,28,3,2,51000,462024,1,4,1,4,18000,Standard,No,Yes,200000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2389,64,1,39,23000,462001,0,3,0,4,5000,Standard,Yes,No,50000,Indian,0,1,0,0,Yes ,Owned,Semi Urban,Reject,
2390,27,3,1,41000,462008,1,1,1,137,19000,Standard,No,Yes,100000,Indian,0,0,0,0,No,Owned,Rural,Reject,
2391,33,1,9,41000,462008,0,3,0,4,20000,Standard,Yes,No,100000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2392,39,2,12,138000,462001,0,1,0,4,46700,Standard,No,No,1000000,Indian,1,0,0,1,Yes ,Owned,Urban,Approved,
2393,44,1,20,138000,462003,1,2,1,6,33000,Standard,No,Yes ,1000000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2394,53,1,28,14000,462001,1,4,1,6,8000,Standard,Yes ,Yes,50000,Indian,0,0,0,1,No,Owned,Urban,Reject,
2395,42,1,18,145000,462007,0,2,0,6,80000,Poor,Yes,Yes,1000000,Indian,0,0,0,0,Yes ,Rented,Urban,Reject,
2396,44,2,17,25000,462016,1,3,1,6,10000,Standard,Yes,Yes,100000,Indian,0,0,0,0,No,Owned,Semi Urban,Approved,
2397,34,1,10,43000,462001,1,1,1,6,17000,Poor,Yes,Yes,100000,Indian,0,0,0,0,Yes ,Rented,Semi Urban,Reject,
2398,47,2,22,93000,462032,0,1,0,6,2000,Poor,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2399,53,1,29,90000,462003,1,2,1,6,3000,Standard,No,Yes,50000,Indian,0,1,0,0,Yes ,Owned,Urban,Approved,
2400,62,3,36,41000,462001,0,2,0,6,10000,Standard,Yes,No,100000,Indian,0,1,0,1,Yes ,Owned,Semi Urban,Reject,
2401,61,3,36,169000,462012,1,2,1,3,61000,Good,No,No,1000000,Indian,1,0,1,1,Yes ,Rented,Rural,Reject,
2402,42,3,17,63000,462021,0,2,0,3,22000,Good,No,Yes ,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2403,48,2,21,23000,462016,0,3,0,3,6700,Good,Yes ,Yes,50000,Indian,0,0,0,0,Yes ,Owned,Urban,Approved,
2404,38,1,13,140000,462013,0,4,0,3,5000,Standard,Yes,Yes,1000000,Indian,1,0,0,0,Yes ,Owned,Urban,Approved,
2405,41,3,15,75000,462003,0,1,0,3,15000,Good,Yes,Yes,50000,Indian,0,0,0,1,No,Rented,Urban,Approved,
2406,57,2,32,13000,462018,0,4,0,3,9000,Good,Yes,Yes,50000,Indian,0,1,0,1,Yes ,Owned,Urban,Reject,
2407,31,3,7,10000,462004,0,1,0,3,5000,Good,Yes,No,50000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Reject,
2408,39,2,15,100000,462001,0,1,0,3,8000,Good,No,Yes,1000000,Indian,0,0,0,1,Yes ,Owned,Semi Urban,Approved,
2409,48,1,22,85000,462026,0,3,0,6,11000,Standard,Yes,No,50000,Indian,0,0,0,1,No,Owned,Semi Urban,Reject,
2410,55,1,31,73000,462010,0,3,0,6,26700,Standard,No,Yes,200000,Indian,0,0,0,1,Yes ,Owned,Urban,Approved,
2411,29,1,4,130000,462010,1,2,1,6,67000,Standard,Yes,No,1000000,Indian,0,0,0,0,Yes ,Owned,Semi Urban,Approved,
